country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
Qatar,Calo Qatar,prepared meals,P1,active_app_route,Qatar Calo meal-plan route with personalized ready-to-eat meals and app-led ordering,https://calo.app/en,direct partnership,official_and_local_source_checked_2026-06-24,Add to Qatar prepared meal-plan comparisons
Qatar,Diet Delights Qatar,diet prepared meals,P2,active_region_check,Qatar healthy meal delivery brand referenced in local meal-subscription comparisons,https://www.dietdelights.com/,direct partnership after local route check,local_list_source_checked_2026-06-24,Add with local active-route caveat
Kuwait,Calo Kuwait,prepared meals,P1,active,Kuwait Calo meal plans with customized fresh meals delivered to home or office,https://calo.app/en-kw,direct partnership,official_source_checked_2026-06-24,Add as Kuwait prepared meal-plan anchor
Kuwait,Anona Diet,diet prepared meals,P2,active,Kuwait diet meal-plan subscription with dietitian consultation and healthy meal plans,https://www.anonadiet.com/,direct partnership,official_source_checked_2026-06-24,Add to Kuwait diet meal delivery pages
Kuwait,Diet Care Kuwait,diet prepared meals,P2,active,"Kuwait healthy daily meal and diet-plan brand with keto, low-carb, and gourmet meal options",https://www.dietcaredelivery.com/,direct partnership,official_source_checked_2026-06-24,Add to Kuwait healthy prepared meal pages
Kuwait,Protein Kuwait,high protein meal prep,P2,active,Kuwait specialized diet-plan and protein/fitness meal brand from United Catering Company,https://proteinfitnessmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Kuwait high-protein meal-prep pages
Singapore,Lean Bento,high protein prepared meals,P2,active_region_check,Singapore healthy bento and protein-forward prepared meal candidate for local meal-prep demand,https://leanbento.com/,direct partnership,official_source_checked_2026-06-24,Add to Singapore high-protein challenger pages with route caveat
Singapore,Nutrify Meals,diet prepared meals,P3,active_region_check,Singapore healthy meal prep and nutrition-focused delivery candidate,https://nutrifymeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Singapore diet meal candidate pages
Hong Kong,Eatology Hong Kong,diet prepared meals,P1,active,Hong Kong meal-plan delivery brand with nutritionist-designed prepared meals and calorie-controlled plans,https://www.eatologyasia.com/,direct partnership,official_source_checked_2026-06-24,Add to Hong Kong diet prepared meal pages
Hong Kong,Nutrition Kitchen Hong Kong,prepared meals,P1,active,Hong Kong healthy meal-plan brand with fresh prepared meals delivered for fitness and busy professionals,https://nutritionkitchenhk.com/,direct partnership,official_source_checked_2026-06-24,Add to Hong Kong prepared meal-plan comparisons
Malaysia,Dietmonsta,diet prepared meals,P2,active_region_check,Malaysia healthy meal delivery and diet meal candidate for Kuala Lumpur demand,https://dietmonsta.com/,direct partnership,official_source_checked_2026-06-24,Add to Malaysia diet meal challenger pages
Thailand,Fit Food Always,high protein meal prep,P2,active_region_check,Thailand fitness meal-prep candidate with healthy prepared meals and macro-led demand,https://fitfoodalways.com/,direct partnership,official_source_checked_2026-06-24,Add to Thailand high-protein meal-prep pages
Philippines,Dear Diet,diet prepared meals,P2,active_region_check,Philippines healthy diet meal delivery candidate for calorie-controlled and prepared meal demand,https://deardietdelivery.com/,direct partnership,official_source_checked_2026-06-24,Add to Philippines diet prepared meal pages
