country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
Belgium,Foodmaker,prepared meals,P2,active,Belgian healthy prepared meal and salad brand with retail and ready-meal relevance,https://www.foodmaker.be/,direct partnership,official_source_checked_2026-06-24,Add to Belgium healthy prepared-meal pages
Belgium,Oh My Guts,diet prepared meals,P3,active,Belgian gut-health and low-FODMAP friendly prepared meal candidate,https://ohmyguts.be/,direct partnership,official_source_checked_2026-06-24,Add to Belgium special-diet meal pages
Italy,Quomi,meal kit,P2,needs_active_check,Italian recipe-box brand historically associated with meal kits; current active consumer route needs confirmation,https://www.quomi.it/,verify before monetization,official_route_needs_check_2026-06-24,Account for Italy meal-kit search demand but do not recommend until active checkout is confirmed
Italy,MiCibo,prepared meals,P2,active,Italian healthy prepared meal and diet food delivery candidate,https://www.micibo.it/,direct partnership,official_source_checked_2026-06-24,Add to Italy prepared meal challenger pages
Italy,Cortilia,grocery dinner delivery,P1,active,Italian online grocery and fresh food delivery brand with meal-planning relevance,https://www.cortilia.it/,affiliate application,official_source_checked_2026-06-24,Add to Italy grocery-dinner pages
Italy,FrescoFrigo,prepared meals,P3,b2b_or_office_focus,Italian smart-fridge and ready-meal workplace food service with prepared-meal relevance but not normal DTC checkout,https://www.frescofrigo.it/,direct partnership after fit check,official_source_checked_2026-06-24,Account for office prepared-meal demand but separate from consumer rankings
Spain,Nootric,diet prepared meals,P2,active,Spanish nutrition and diet meal-plan brand with healthy prepared meal delivery relevance,https://www.nootric.es/,direct partnership,official_source_checked_2026-06-24,Add to Spain diet meal and weight-loss pages
Spain,MyRealFood,grocery dinner delivery,P2,active,Spanish healthy eating app and real-food grocery/dinner planning brand with consumer meal planning demand,https://myrealfood.app/,affiliate application,official_source_checked_2026-06-24,Add to Spain grocery-dinner and healthy meal planning pages
Spain,ComeFruta,grocery dinner delivery,P3,active,Spanish fruit and produce delivery brand with grocery-dinner and healthy basket relevance,https://comefruta.es/,direct partnership,official_source_checked_2026-06-24,Add to Spain produce and grocery-dinner pages
Sweden,Middagsfrid,meal kit,P2,active,Swedish meal-kit brand with dinner box and recipe planning demand,https://www.middagsfrid.se/,direct partnership,official_source_checked_2026-06-24,Add to Sweden meal-kit challenger pages
Sweden,Mathem,grocery dinner delivery,P1,active,Swedish online grocery delivery brand with recipe and dinner-planning relevance,https://www.mathem.se/,affiliate application,official_source_checked_2026-06-24,Add to Sweden grocery-dinner pages
Denmark,Skagenfood,meal kit,P2,active,Danish meal-box and fish/seafood dinner delivery brand with recipe-box relevance,https://skagenfood.dk/,direct partnership,official_source_checked_2026-06-24,Add to Denmark seafood and meal-kit pages
Norway,Morgenlevering,grocery dinner delivery,P2,active,Norwegian breakfast and grocery delivery brand with easy-meal and local delivery relevance,https://morgenlevering.no/,affiliate application,official_source_checked_2026-06-24,Add to Norway grocery-dinner and local delivery pages
Switzerland,Farmy,grocery dinner delivery,P1,active,Swiss online market and grocery delivery brand with recipe and fresh dinner basket relevance,https://www.farmy.ch/,affiliate application,official_source_checked_2026-06-24,Add to Switzerland grocery-dinner pages
Switzerland,Betty Bossi,meal kit,P2,active,"Swiss recipe, meal-planning, and cooking brand with meal-kit/dinner-helper relevance",https://www.bettybossi.ch/,affiliate application,official_source_checked_2026-06-24,Add to Switzerland recipe-kit and dinner helper pages
