country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
new-zealand,Fitfood,prepared meals,1,active,"New Zealand ready-made healthy meals delivered nationwide with keto, weight management, and high-protein options",https://www.fitfood.nz/,direct partnership,official_source_checked_2026-06-23,Use as New Zealand prepared and high-protein anchor
spain,Wetaca,prepared meals,1,active,Spanish weekly prepared-meal service with refrigerated ready meals and recurring menu demand,https://wetaca.com/,direct partnership,official_source_checked_2026-06-23,Use as Spain prepared-meal anchor
spain,MenuDiet,prepared meals,1,active,Spanish healthy prepared-meal delivery service with weekly menus and mainland Spain delivery claims,https://www.menudiet.es/,direct partnership,official_source_checked_2026-06-23,Add to Spain diet/prepared meal comparison and outreach
spain,DinDins,prepared meals,2,active,Spain ready-made meal delivery brand for fresh and frozen chef-cooked meals,https://dindins.es/,direct partnership,official_source_checked_2026-06-23,Add as Spain challenger for prepared and frozen meal pages
spain,HelloFresh Spain,meal kit,3,not_active_market_exit,"HelloFresh Spain should be accounted for historically, but current source context indicates Spain exit/withdrawal rather than an active recommendation",https://www.hellofreshgroup.com/,not ready,market_exit_source_checked_2026-06-23,Do not recommend as active; route users to current Spain alternatives
italy,Nutribees,prepared meals,1,active,Italian healthy ready-meal delivery brand with nationwide refrigerated delivery and personalised menu positioning,https://www.nutribees.com/,direct partnership,official_source_checked_2026-06-23,Use as Italy prepared-meal anchor
italy,Foorban,prepared meals,2,active,Italian fresh meal and workplace lunch solution with consumer prepared-meal relevance,https://www.foorban.com/,direct partnership,official_source_checked_2026-06-23,Add to Italy prepared-meal and lunch comparison sets
italy,HelloFresh Italy,meal kit,3,not_active_market_exit,"HelloFresh Italy should be accounted for historically, but current source context indicates Italy exit/withdrawal rather than an active recommendation",https://www.hellofreshgroup.com/,not ready,market_exit_source_checked_2026-06-23,Do not recommend as active; route users to current Italy alternatives
sweden,Linas Matkasse,meal kit,1,active,Swedish meal-kit brand operated by Cheffelo/Linas Matkasse with weekly dinner-box positioning,https://www.linasmatkasse.se/,direct partnership,official_source_checked_2026-06-23,Use as Sweden meal-kit anchor
sweden,HelloFresh,meal kit,1,active,HelloFresh Sweden active market to compare against Linas Matkasse and local meal-kit brands,https://www.hellofresh.se/,yes,group_and_market_source_checked_2026-06-23,Add to Sweden meal-kit comparison and affiliate queue
denmark,RetNemt,meal kit,1,active,Danish meal-kit brand operated in the Cheffelo Nordic group with family meal-box positioning,https://www.retnemt.dk/,direct partnership,official_source_checked_2026-06-23,Use as Denmark meal-kit anchor
denmark,Aarstiderne,meal kit,1,active,Danish organic meal-box and produce-box brand delivering meal boxes with ingredients and recipes,https://www.aarstiderne.com/,direct partnership,official_source_checked_2026-06-23,Use as Denmark organic meal-kit anchor
denmark,HelloFresh,meal kit,1,active,HelloFresh Denmark active market to compare against RetNemt and Aarstiderne,https://www.hellofresh.dk/,yes,group_and_market_source_checked_2026-06-23,Add to Denmark meal-kit comparison and affiliate queue
norway,Godtlevert,meal kit,1,active,Norwegian meal-kit brand operated by Cheffelo with home-delivered dinner boxes,https://www.godtlevert.no/,direct partnership,official_source_checked_2026-06-23,Use as Norway meal-kit anchor
norway,Adams Matkasse,meal kit,2,merged_into_godtlevert,"Norwegian meal-kit brand being consolidated into Godtlevert, so it should be accounted for but not treated as a separate active first route",https://www.godtlevert.no/,verify before monetization,merger_source_checked_2026-06-23,Account for brand search demand and route users to Godtlevert context
norway,HelloFresh,meal kit,1,active,HelloFresh Norway active market to compare against Godtlevert and Adams Matkasse brand searches,https://www.hellofresh.no/,yes,group_and_market_source_checked_2026-06-23,Add to Norway meal-kit comparison and affiliate queue
switzerland,HelloFresh,meal kit,1,active,HelloFresh Switzerland active market with meal-kit demand and affiliate surface,https://www.hellofresh.ch/,yes,group_and_market_source_checked_2026-06-23,Use as Switzerland meal-kit anchor and verify local checkout
switzerland,Löwenanteil,high protein prepared meals,2,active,German-language high-protein prepared-meal brand with Switzerland shipping option,https://www.loewenanteil.com/,direct partnership,official_source_checked_2026-06-23,Add to Switzerland high-protein prepared-meal comparisons
austria,HelloFresh,meal kit,1,active,HelloFresh Austria active market with meal-kit demand and affiliate surface,https://www.hellofresh.at/,yes,group_and_market_source_checked_2026-06-23,Use as Austria meal-kit anchor after target market expansion
austria,Löwenanteil,high protein prepared meals,2,active,German-language high-protein prepared-meal brand with Austria shipping option,https://www.loewenanteil.com/,direct partnership,official_source_checked_2026-06-23,Add to Austria high-protein prepared-meal comparisons
