country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
Brazil,Green Table,prepared meals,P2,active,Brazil healthy prepared meal and frozen dinner brand with Sao Paulo demand,https://greentable.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil prepared meal challenger pages
Brazil,Congelados da Sônia,frozen meals,P3,active,Brazil frozen prepared meals brand for easy home dinners,https://congeladosdasonia.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil frozen meal pages
Brazil,Marmita Fitness Brasil,high protein meal prep,P3,active_region_check,Brazil fitness meal-prep candidate for local high-protein searches,https://marmitafitnessbrasil.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil regional high-protein pages
Peru,Manzana Verde Peru,diet prepared meals,P1,active_app_route,"Peru healthy meal subscription app with meal plans, nutrition advice, and home/office delivery",https://play.google.com/store/apps/details?id=la.manzana_verde_app,direct partnership after app route check,app_store_source_checked_2026-06-24,Add to Peru diet prepared meal pages
Colombia,Manzana Verde Colombia,diet prepared meals,P1,active_app_route,Colombia healthy meal subscription app route with prepared meal plans and delivery,https://play.google.com/store/apps/details?id=la.manzana_verde_app,direct partnership after app route check,app_store_source_checked_2026-06-24,Add to Colombia diet prepared meal pages
Chile,MyWay,prepared meals,P2,active_region_check,Chile healthy prepared meal and meal-plan candidate with local delivery verification needed,https://myway.cl/,direct partnership,official_source_checked_2026-06-24,Add to Chile prepared meal candidate pages
Argentina,Viandas Cook,prepared meals,P3,active_region_check,Argentina prepared meal and viandas delivery candidate with local availability to verify,https://viandascook.com.ar/,direct partnership,official_source_checked_2026-06-24,Add to Argentina prepared meal regional pages
South Africa,DinnerLink,prepared meals marketplace,P3,active,South African home-cooked meal marketplace candidate for local prepared dinner demand,https://dinnerlink.co.za/,direct partnership,official_source_checked_2026-06-24,Add to South Africa local cooked meal marketplace pages
South Africa,Food & Trees for Africa Meals,non-commercial meal support,P4,non_commercial,South African food support/non-commercial route relevant for meal-help searches but not a consumer buying path,https://trees.org.za/,not ready,non_commercial_source_checked_2026-06-24,"Account for non-commercial food support, do not monetize"
Nigeria,FoodCourt,prepared meals marketplace,P2,active_app_route,Nigeria food and meal delivery app with prepared meal marketplace relevance,https://www.foodcourtapp.com/,direct partnership after app route check,official_source_checked_2026-06-24,Add to Nigeria app-led prepared meal marketplace pages
Kenya,Kune Food,prepared meals,P3,closed_or_inactive,"formerly notable Kenya prepared meal delivery startup, now inactive/closed; account for alternatives search demand only",https://kunefood.com/,not ready,closure_source_checked_2026-06-24,Do not recommend; create alternatives angle if Kenya pages expand
Thailand,Paleo Robbie,prepared meals,P2,active,"Thailand/Bangkok healthy prepared meals, grocery, and paleo meal delivery brand",https://paleorobbie.com/,direct partnership,official_source_checked_2026-06-24,Add to Thailand prepared meal and paleo pages
Thailand,Fitmeal Thailand,high protein meal prep,P2,active_region_check,Thailand fitness meal prep and prepared meal delivery candidate,https://fitmeal.me/,direct partnership,official_source_checked_2026-06-24,Add to Thailand high-protein meal-prep pages
Malaysia,Dahmakan,prepared meals,P2,active_app_route,Malaysia app-led ready meal and food delivery brand historically tied to prepared meals,https://dahmakan.com/,direct partnership after active route check,official_source_checked_2026-06-24,Add to Malaysia app-led prepared meal pages with active-route caveat
Malaysia,Clean Eats Malaysia,healthy meal delivery,P3,active_region_check,Malaysia healthy meal delivery and meal prep candidate,https://cleaneats.my/,direct partnership,official_source_checked_2026-06-24,Add to Malaysia healthy meal challenger pages
Philippines,Smart Meals PH,diet prepared meals,P3,active_region_check,Philippines diet prepared meal and calorie-controlled meal delivery candidate,https://smartmeals.ph/,direct partnership,official_source_checked_2026-06-24,Add to Philippines diet meal candidate pages
UAE,Meals on Me Pro,high protein meal prep,P3,brand_variant,UAE Meals on Me high-protein/performance positioning variant; route through main Meals on Me until separate program is verified,https://hellomealsonme.com/,direct partnership,brand_variant_source_checked_2026-06-24,Avoid duplicate affiliate claim; use for high-protein internal categorization
Saudi Arabia,Diet Center,diet prepared meals,P1,active,Saudi diet and healthy prepared meal delivery brand with structured meal plans,https://dietcenter.com.sa/,direct partnership,official_source_checked_2026-06-24,Add to Saudi Arabia diet meal pages
Qatar,Diet Delights Qatar,diet prepared meals,P2,active,Qatar diet and healthy prepared meal delivery brand,https://dietdelights.com.qa/,direct partnership,official_source_checked_2026-06-24,Add to Qatar diet prepared meal pages
Kuwait,Diet Care,diet prepared meals,P2,active,Kuwait diet meal delivery and prepared meal-plan brand,https://www.dietcare.com.kw/,direct partnership,official_source_checked_2026-06-24,Add to Kuwait diet prepared meal pages
