country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
US,Healthy Meals Direct,prepared meals,P2,active,"Long Island prepared-meal brand with many retail locations, local delivery, and nationwide shipping messaging",https://healthymealsdirect.com/,direct partnership,official_source_checked_2026-06-24,Add to Long Island and nationwide prepared-meal alternatives
US,Redefine Meals,prepared meals,P2,active_region_check,"Long Island, NYC, and Westchester meal-prep brand with 60-plus chef-prepared meals and delivery/pickup routes",https://www.redefinemeals.com/,direct partnership,official_source_checked_2026-06-24,Add to New York regional prepared-meal pages
US,FNF Meals,prepared meals,P3,active_region_check,Long Island meal-prep company delivering fresh organic and non-GMO prepared meals across Nassau and Suffolk County,https://fnfmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Long Island prepared-meal alternatives
US,Fit Fresh 417,high protein meal prep,P3,active_region_check,Springfield Missouri chef-prepared high-protein macro-balanced meal-prep delivery brand,https://www.fitfresh417.com/,direct partnership,official_source_checked_2026-06-24,Add to Missouri high-protein meal-prep pages
US,Fresh Fit Meals,diet prepared meals,P3,active_region_check,Des Moines dietitian-designed meal-prep restaurant with online pre-ordering and local delivery signals,https://freshfitmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Iowa diet meal-prep alternatives
US,Fresh Fit Foods Naples,prepared meals,P3,active_region_check,"Southwest Florida prepared-meal delivery service with healthy, senior, plant-based, and paleo meal-plan options",https://freshfitnaples.com/,direct partnership,official_source_checked_2026-06-24,Add to Naples and Fort Myers prepared-meal pages
US,Miltown Eats,meal kit,P3,active_region_check,Milwaukee local meal-kit delivery brand with locally sourced and allergy-aware meal kits,https://www.miltowneats.com/,direct partnership,official_source_checked_2026-06-24,Add to Midwest local meal-kit pages
US,Homestyle Direct,medically tailored meals,P3,active_program_route,US pre-cooked medically tailored meal delivery provider with Medicaid and private-pay routes,https://www.homestyledirect.com/,direct partnership after eligibility route check,official_source_checked_2026-06-24,Add to medically tailored meals with eligibility caveat
UK,FuelHub,high protein prepared meals,P2,active,UK chef-prepared high-protein and macro-balanced meal-prep delivery brand,https://fuelhub.co.uk/,affiliate application,official_source_checked_2026-06-24,Add to UK high-protein meal-prep pages
UK,STOCKED,frozen prepared meals,P2,active,"UK frozen meal-block brand delivering award-winning meat, plant-based, and family-favourite meals",https://stockedfood.com/,affiliate application,official_source_checked_2026-06-24,Add to UK frozen ready-meal pages
UK,Kurami,premium prepared meals,P2,active_region_check,London gut-health meal delivery brand with fresh meal paths and frozen heat-and-eat UK delivery,https://kurami.co.uk/,direct partnership,official_source_checked_2026-06-24,Add to UK premium wellness meal-delivery pages
UK,Athlete Kitchen UK,high protein prepared meals,P3,active_region_check,South Wales performance-led high-protein meal delivery brand with fresh daily and frozen meal options,https://athletekitchen.co.uk/,direct partnership,official_source_checked_2026-06-24,Add to Wales and UK performance meal-prep alternatives
Norway,Kokkeloren,premium meal kit,P2,active_region_check,Norway premium meal-kit provider delivering three chef-led dinners with portioned ingredients and local produce,https://kokkeloren.no/en,direct partnership,official_source_checked_2026-06-24,Add to Norway premium meal-kit alternatives
