country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
Peru,Delimas,prepared meals,P2,active_region_check,Lima prepared-meal delivery service with customizable meals and free delivery across selected districts,https://delimas.pe/,direct partnership,official_source_checked_2026-06-24,Add to Peru prepared meal alternatives with district caveat
Mexico,Myfitnesschef,diet prepared meals,P2,active_region_check,Mexico balanced gourmet weekly meal delivery brand with recurring prepared meal demand,https://myfitnesschef.mx/home/,direct partnership,official_source_checked_2026-06-24,Add to Mexico prepared and fitness meal pages
Mexico,True Dose Mexico,prepared meals,P2,active_region_check,Mexico healthy prepared meal delivery with weekly meal plans and heat-and-eat positioning,https://truedose.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico prepared meal alternatives
Mexico,Manyar,diet prepared meals,P2,active_region_check,"CDMX and Estado de Mexico personalized healthy meal plan delivery for keto, diabetic, normal, and gourmet plans",https://www.manyar.com.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico/CDMX diet meal delivery pages
Saudi Arabia,Low Calorie Saudi,diet prepared meals,P2,active_region_check,Riyadh healthy meal-plan delivery brand with balanced tailored plans and delivery in Saudi Arabia,https://lowcalorie.sa/en/,direct partnership,official_source_checked_2026-06-24,Add to Saudi low-calorie and healthy meal-plan pages
Qatar,Benefit Qatar,diet prepared meals,P1,active,"Qatar nutritionist-designed fresh meal-plan delivery brand for weight loss, muscle gain, performance, and busy people",https://benefit.qa/,direct partnership,official_source_checked_2026-06-24,Add to Qatar prepared meal-plan pages
Kuwait,LineUpFit,diet prepared meals,P1,active,"Kuwait fresh calorie-counted healthy meal delivery with weight-loss, fitness, and high-protein programs",https://lineupfit.com/,direct partnership,official_source_checked_2026-06-24,Add as Kuwait healthy meal-plan anchor
Kuwait,Protein Fitness Meals,high protein meal prep,P2,active,Kuwait diet-plan manufacturer focused on protein and fitness meal plans,https://proteinfitnessmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Kuwait high-protein meal-prep alternatives
Romania,LifeBox Romania,diet prepared meals,P1,active,Romania healthy balanced daily meal subscriptions delivered in Bucharest with nutrition-focused menu plans,https://www.lifebox.ro/en/,direct partnership,official_source_checked_2026-06-24,Add as Romania prepared meal delivery anchor
Czech Republic,Yes Krabicky,diet prepared meals,P1,active_region_check,Czech premium boxed-diet meal delivery from a Michelin Bib Gourmand chef route,https://yeskrabicky.cz/en,direct partnership,official_source_checked_2026-06-24,Add to Czech boxed diet and premium prepared meal pages
Czech Republic,Zdrave Stravovani,diet prepared meals,P1,active,"Czech boxed diet provider with up to five meals daily, multiple programs, nutrition counselling, and nationwide-style delivery coverage",https://www.zdravestravovani.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech diet meal delivery pages
Czech Republic,FitKitchen Czech Republic,diet prepared meals,P2,active_region_check,Prague and Brno boxed-diet delivery service for healthy portions and daily structured eating,https://fitkitchen.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech local boxed diet alternatives
Czech Republic,Popapej,diet prepared meals,P2,active_region_check,"Czech boxed-meal service with classic, fitness, low-carb, bodybuilding, and meat-free programs",https://www.popapej.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech fitness and low-carb prepared meal pages
Slovakia,Zdrave Stravovanie Slovakia,diet prepared meals,P1,active,Slovakia boxed diet route delivering fresh meals for healthy balanced weekday eating,https://zdravestravovanie.sk/,direct partnership,official_source_checked_2026-06-24,Add as Slovakia prepared meal delivery anchor
Estonia,HealthyFood Tallinn,diet prepared meals,P1,active_region_check,"Tallinn healthy meal-plan delivery with Slim, Balance, and Muscle programs",https://healthyfood.ee/,direct partnership,official_source_checked_2026-06-24,Add as Estonia/Tallinn prepared meal anchor
Hungary,Food Revolution Hungary,prepared meals,P1,active_region_check,Hungary premium chef-prepared meal delivery and diet service with weekly menu and sign-up route,https://foodrevo.hu/en/,direct partnership,official_source_checked_2026-06-24,Add as Hungary premium prepared meal anchor
